-0.900683,1.032057,-1.341273,-1.312977,0.000000
-1.143019,-0.124957,-1.341273,-1.312977,0.000000
-1.385355,0.337849,-1.398138,-1.312977,0.000000
-1.506523,0.106445,-1.284407,-1.312977,0.000000
-1.021851,1.263460,-1.341273,-1.312977,0.000000
-0.537179,1.957669,-1.170675,-1.050031,0.000000
-1.506523,0.800655,-1.341273,-1.181504,0.000000
-1.021851,0.800655,-1.284407,-1.312977,0.000000
-1.748858,-0.356360,-1.341273,-1.312977,0.000000
-1.143019,0.106445,-1.284407,-1.444450,0.000000
-0.537179,1.494863,-1.284407,-1.312977,0.000000
-1.264187,0.800655,-1.227541,-1.312977,0.000000
-1.264187,-0.124957,-1.341273,-1.444450,0.000000
-1.870026,-0.124957,-1.511870,-1.444450,0.000000
-0.052507,2.189072,-1.455004,-1.312977,0.000000
-0.173676,3.114684,-1.284407,-1.050031,0.000000
-0.537179,1.957669,-1.398138,-1.050031,0.000000
-0.900683,1.032057,-1.341273,-1.181504,0.000000
-0.173676,1.726266,-1.170675,-1.181504,0.000000
-0.900683,1.726266,-1.284407,-1.181504,0.000000
-0.537179,0.800655,-1.170675,-1.312977,0.000000
-0.900683,1.494863,-1.284407,-1.050031,0.000000
-1.506523,1.263460,-1.568735,-1.312977,0.000000
-0.900683,0.569251,-1.170675,-0.918558,0.000000
-1.264187,0.800655,-1.056944,-1.312977,0.000000
-1.021851,-0.124957,-1.227541,-1.312977,0.000000
-1.021851,0.800655,-1.227541,-1.050031,0.000000
-0.779515,1.032057,-1.284407,-1.312977,0.000000
-0.779515,0.800655,-1.341273,-1.312977,0.000000
-1.385355,0.337849,-1.227541,-1.312977,0.000000
-1.264187,0.106445,-1.227541,-1.312977,0.000000
-0.537179,0.800655,-1.284407,-1.050031,0.000000
-0.779515,2.420475,-1.284407,-1.444450,0.000000
-0.416011,2.651877,-1.341273,-1.312977,0.000000
-1.143019,0.106445,-1.284407,-1.444450,0.000000
-1.021851,0.337849,-1.455004,-1.312977,0.000000
-0.416011,1.032057,-1.398138,-1.312977,0.000000
-1.143019,0.106445,-1.284407,-1.444450,0.000000
-1.748858,-0.124957,-1.398138,-1.312977,0.000000
-0.900683,0.800655,-1.284407,-1.312977,0.000000
-1.021851,1.032057,-1.398138,-1.181504,0.000000
-1.627690,-1.744778,-1.398138,-1.181504,0.000000
-1.748858,0.337849,-1.398138,-1.312977,0.000000
-1.021851,1.032057,-1.227541,-0.787085,0.000000
-0.900683,1.726266,-1.056944,-1.050031,0.000000
-1.264187,-0.124957,-1.341273,-1.181504,0.000000
-0.900683,1.726266,-1.227541,-1.312977,0.000000
-1.506523,0.337849,-1.341273,-1.312977,0.000000
-0.658347,1.494863,-1.284407,-1.312977,0.000000
-1.021851,0.569251,-1.341273,-1.312977,0.000000
1.401507,0.337849,0.535296,0.264699,1.000000
0.674500,0.337849,0.421565,0.396171,1.000000
1.280339,0.106445,0.649028,0.396171,1.000000
-0.416011,-1.744778,0.137236,0.133226,1.000000
0.795668,-0.587763,0.478430,0.396171,1.000000
-0.173676,-0.587763,0.421565,0.133226,1.000000
0.553332,0.569251,0.535296,0.527644,1.000000
-1.143019,-1.513375,-0.260824,-0.261193,1.000000
0.916835,-0.356360,0.478430,0.133226,1.000000
-0.779515,-0.819166,0.080370,0.264699,1.000000
-1.021851,-2.438987,-0.147093,-0.261193,1.000000
0.068660,-0.124957,0.250967,0.396171,1.000000
0.189828,-1.976181,0.137236,-0.261193,1.000000
0.310996,-0.356360,0.535296,0.264699,1.000000
-0.294844,-0.356360,-0.090227,0.133226,1.000000
1.038003,0.106445,0.364699,0.264699,1.000000
-0.294844,-0.124957,0.421565,0.396171,1.000000
-0.052507,-0.819166,0.194102,-0.261193,1.000000
0.432164,-1.976181,0.421565,0.396171,1.000000
-0.294844,-1.281972,0.080370,-0.129720,1.000000
0.068660,0.337849,0.592162,0.790590,1.000000
0.310996,-0.587763,0.137236,0.133226,1.000000
0.553332,-1.281972,0.649028,0.396171,1.000000
0.310996,-0.587763,0.535296,0.001753,1.000000
0.674500,-0.356360,0.307833,0.133226,1.000000
0.916835,-0.124957,0.364699,0.264699,1.000000
1.159172,-0.587763,0.592162,0.264699,1.000000
1.038003,-0.124957,0.705893,0.659117,1.000000
0.189828,-0.356360,0.421565,0.396171,1.000000
-0.173676,-1.050569,-0.147093,-0.261193,1.000000
-0.416011,-1.513375,0.023505,-0.129720,1.000000
-0.416011,-1.513375,-0.033361,-0.261193,1.000000
-0.052507,-0.819166,0.080370,0.001753,1.000000
0.189828,-0.819166,0.762759,0.527644,1.000000
-0.537179,-0.124957,0.421565,0.396171,1.000000
0.189828,0.800655,0.421565,0.527644,1.000000
1.038003,0.106445,0.535296,0.396171,1.000000
0.553332,-1.744778,0.364699,0.133226,1.000000
-0.294844,-0.124957,0.194102,0.133226,1.000000
-0.416011,-1.281972,0.137236,0.133226,1.000000
-0.416011,-1.050569,0.364699,0.001753,1.000000
0.310996,-0.124957,0.478430,0.264699,1.000000
-0.052507,-1.050569,0.137236,0.001753,1.000000
